alpha,upper1,lower1,upper2,lower2
2.800000e-01,1.683870e+01,1.676169e+01,3.186558e+01,3.171981e+01
2.850000e-01,1.678006e+01,1.670164e+01,3.171721e+01,3.156894e+01
2.900000e-01,1.672132e+01,1.664149e+01,3.156871e+01,3.141794e+01
2.950000e-01,1.666249e+01,1.658123e+01,3.142006e+01,3.126680e+01
3.000000e-01,1.660355e+01,1.652088e+01,3.127127e+01,3.111551e+01
3.050000e-01,1.654451e+01,1.646041e+01,3.112234e+01,3.096409e+01
3.100000e-01,1.648537e+01,1.639984e+01,3.097325e+01,3.081252e+01
3.150000e-01,1.642612e+01,1.633916e+01,3.082402e+01,3.066080e+01
3.200000e-01,1.636676e+01,1.627838e+01,3.067463e+01,3.050893e+01
3.250000e-01,1.630729e+01,1.621748e+01,3.052509e+01,3.035691e+01
3.300000e-01,1.624772e+01,1.615646e+01,3.037539e+01,3.020474e+01
3.350000e-01,1.618802e+01,1.609534e+01,3.022553e+01,3.005242e+01
3.400000e-01,1.612822e+01,1.603409e+01,3.007551e+01,2.989993e+01
3.450000e-01,1.606830e+01,1.597273e+01,2.992533e+01,2.974729e+01
3.500000e-01,1.600826e+01,1.591125e+01,2.977497e+01,2.959448e+01
3.550000e-01,1.594810e+01,1.584964e+01,2.962445e+01,2.944150e+01
3.600000e-01,1.588782e+01,1.578791e+01,2.947376e+01,2.928836e+01
3.650000e-01,1.582742e+01,1.572606e+01,2.932289e+01,2.913505e+01
3.700000e-01,1.576689e+01,1.566407e+01,2.917184e+01,2.898156e+01
3.750000e-01,1.570623e+01,1.560196e+01,2.902061e+01,2.882789e+01
3.800000e-01,1.564544e+01,1.553971e+01,2.886920e+01,2.867405e+01
3.850000e-01,1.558453e+01,1.547733e+01,2.871760e+01,2.852002e+01
3.900000e-01,1.552347e+01,1.541482e+01,2.856582e+01,2.836581e+01
3.950000e-01,1.546229e+01,1.535216e+01,2.841384e+01,2.821141e+01
4.000000e-01,1.540096e+01,1.528937e+01,2.826166e+01,2.805682e+01
4.050000e-01,1.533949e+01,1.522643e+01,2.810928e+01,2.790203e+01
4.100000e-01,1.527788e+01,1.516334e+01,2.795671e+01,2.774704e+01
4.150000e-01,1.521612e+01,1.510010e+01,2.780392e+01,2.759186e+01
4.200000e-01,1.515422e+01,1.503672e+01,2.765093e+01,2.743646e+01
4.250000e-01,1.509217e+01,1.497318e+01,2.749772e+01,2.728086e+01
4.300000e-01,1.502996e+01,1.490948e+01,2.734430e+01,2.712505e+01
4.350000e-01,1.496759e+01,1.484563e+01,2.719066e+01,2.696902e+01
4.400000e-01,1.490507e+01,1.478162e+01,2.703679e+01,2.681278e+01
4.450000e-01,1.484239e+01,1.471744e+01,2.688269e+01,2.665630e+01
4.500000e-01,1.477954e+01,1.465309e+01,2.672837e+01,2.649961e+01
4.550000e-01,1.471653e+01,1.458857e+01,2.657380e+01,2.634268e+01
4.600000e-01,1.465334e+01,1.452388e+01,2.641900e+01,2.618551e+01
4.650000e-01,1.458999e+01,1.445901e+01,2.626395e+01,2.602811e+01
4.700000e-01,1.452645e+01,1.439397e+01,2.610865e+01,2.587046e+01
4.750000e-01,1.446274e+01,1.432873e+01,2.595310e+01,2.571256e+01
4.800000e-01,1.439884e+01,1.426332e+01,2.579729e+01,2.555441e+01
4.850000e-01,1.433476e+01,1.419771e+01,2.564122e+01,2.539600e+01
4.900000e-01,1.427049e+01,1.413191e+01,2.548488e+01,2.523733e+01
4.950000e-01,1.420602e+01,1.406591e+01,2.532826e+01,2.507839e+01
5.000000e-01,1.414136e+01,1.399972e+01,2.517137e+01,2.491917e+01
5.050000e-01,1.407649e+01,1.393331e+01,2.501420e+01,2.475968e+01
5.100000e-01,1.401142e+01,1.386670e+01,2.485673e+01,2.459991e+01
5.150000e-01,1.394614e+01,1.379988e+01,2.469897e+01,2.443984e+01
5.200000e-01,1.388065e+01,1.373283e+01,2.454091e+01,2.427949e+01
5.250000e-01,1.381494e+01,1.366557e+01,2.438255e+01,2.411883e+01
5.300000e-01,1.374901e+01,1.359808e+01,2.422387e+01,2.395786e+01
5.350000e-01,1.368286e+01,1.353036e+01,2.406487e+01,2.379658e+01
5.400000e-01,1.361647e+01,1.346241e+01,2.390555e+01,2.363498e+01
5.450000e-01,1.354984e+01,1.339421e+01,2.374589e+01,2.347306e+01
5.500000e-01,1.348298e+01,1.332577e+01,2.358590e+01,2.331080e+01
5.550000e-01,1.341587e+01,1.325708e+01,2.342556e+01,2.314820e+01
5.600000e-01,1.334851e+01,1.318814e+01,2.326487e+01,2.298526e+01
5.650000e-01,1.328089e+01,1.311893e+01,2.310381e+01,2.282196e+01
5.700000e-01,1.321302e+01,1.304946e+01,2.294239e+01,2.265830e+01
5.750000e-01,1.314487e+01,1.297971e+01,2.278059e+01,2.249426e+01
5.800000e-01,1.307645e+01,1.290968e+01,2.261841e+01,2.232986e+01
5.850000e-01,1.300775e+01,1.283938e+01,2.245583e+01,2.216506e+01
5.900000e-01,1.293876e+01,1.276877e+01,2.229285e+01,2.199987e+01
5.950000e-01,1.286949e+01,1.269788e+01,2.212947e+01,2.183427e+01
6.000000e-01,1.279991e+01,1.262667e+01,2.196566e+01,2.166826e+01
6.050000e-01,1.273002e+01,1.255516e+01,2.180142e+01,2.150183e+01
6.100000e-01,1.265983e+01,1.248332e+01,2.163674e+01,2.133497e+01
6.150000e-01,1.258931e+01,1.241116e+01,2.147161e+01,2.116766e+01
6.200000e-01,1.251846e+01,1.233866e+01,2.130601e+01,2.099990e+01
6.250000e-01,1.244727e+01,1.226582e+01,2.113995e+01,2.083167e+01
6.300000e-01,1.237574e+01,1.219263e+01,2.097340e+01,2.066297e+01
6.350000e-01,1.230386e+01,1.211908e+01,2.080636e+01,2.049377e+01
6.400000e-01,1.223161e+01,1.204516e+01,2.063881e+01,2.032408e+01
6.450000e-01,1.215899e+01,1.197086e+01,2.047073e+01,2.015388e+01
6.500000e-01,1.208599e+01,1.189617e+01,2.030213e+01,1.998315e+01
6.550000e-01,1.201260e+01,1.182108e+01,2.013297e+01,1.981187e+01
6.600000e-01,1.193880e+01,1.174558e+01,1.996325e+01,1.964005e+01
6.650000e-01,1.186459e+01,1.166967e+01,1.979296e+01,1.946765e+01
6.700000e-01,1.178996e+01,1.159332e+01,1.962207e+01,1.929467e+01
6.750000e-01,1.171489e+01,1.151652e+01,1.945057e+01,1.912109e+01
6.800000e-01,1.163937e+01,1.143927e+01,1.927844e+01,1.894689e+01
6.850000e-01,1.156339e+01,1.136155e+01,1.910567e+01,1.877206e+01
6.900000e-01,1.148693e+01,1.128334e+01,1.893224e+01,1.859657e+01
6.950000e-01,1.140998e+01,1.120464e+01,1.875813e+01,1.842041e+01
7.000000e-01,1.133253e+01,1.112543e+01,1.858331e+01,1.824356e+01
7.050000e-01,1.125457e+01,1.104568e+01,1.840778e+01,1.806600e+01
7.100000e-01,1.117606e+01,1.096540e+01,1.823150e+01,1.788771e+01
7.150000e-01,1.109701e+01,1.088455e+01,1.805445e+01,1.770865e+01
7.200000e-01,1.101738e+01,1.080312e+01,1.787661e+01,1.752882e+01
7.250000e-01,1.093717e+01,1.072109e+01,1.769795e+01,1.734818e+01
7.300000e-01,1.085635e+01,1.063845e+01,1.751845e+01,1.716671e+01
7.350000e-01,1.077490e+01,1.055517e+01,1.733809e+01,1.698438e+01
7.400000e-01,1.069280e+01,1.047123e+01,1.715682e+01,1.680116e+01
7.450000e-01,1.061003e+01,1.038660e+01,1.697462e+01,1.661702e+01
7.500000e-01,1.052657e+01,1.030127e+01,1.679146e+01,1.643194e+01
7.550000e-01,1.044238e+01,1.021521e+01,1.660731e+01,1.624587e+01
7.600000e-01,1.035745e+01,1.012838e+01,1.642212e+01,1.605878e+01
7.650000e-01,1.027174e+01,1.004077e+01,1.623587e+01,1.587063e+01
7.700000e-01,1.018523e+01,9.952340e+00,1.604850e+01,1.568139e+01
7.750000e-01,1.009788e+01,9.863059e+00,1.585998e+01,1.549101e+01
7.800000e-01,1.000966e+01,9.772896e+00,1.567027e+01,1.529945e+01
7.850000e-01,9.920539e+00,9.681812e+00,1.547931e+01,1.510666e+01
7.900000e-01,9.830474e+00,9.589770e+00,1.528706e+01,1.491259e+01
7.950000e-01,9.739426e+00,9.496730e+00,1.509346e+01,1.471718e+01
8.000000e-01,9.647352e+00,9.402647e+00,1.489845e+01,1.452039e+01
8.050000e-01,9.554207e+00,9.307475e+00,1.470198e+01,1.432214e+01
8.100000e-01,9.459941e+00,9.211164e+00,1.450397e+01,1.412238e+01
8.150000e-01,9.364501e+00,9.113661e+00,1.430436e+01,1.392103e+01
8.200000e-01,9.267832e+00,9.014908e+00,1.410308e+01,1.371802e+01
8.250000e-01,9.169872e+00,8.914844e+00,1.390003e+01,1.351328e+01
8.300000e-01,9.070555e+00,8.813402e+00,1.369514e+01,1.330670e+01
8.350000e-01,8.969810e+00,8.710509e+00,1.348831e+01,1.309821e+01
8.400000e-01,8.867561e+00,8.606087e+00,1.327944e+01,1.288769e+01
8.450000e-01,8.763723e+00,8.500052e+00,1.306841e+01,1.267505e+01
8.500000e-01,8.658205e+00,8.392311e+00,1.285512e+01,1.246015e+01
8.550000e-01,8.550908e+00,8.282763e+00,1.263942e+01,1.224288e+01
8.600000e-01,8.441722e+00,8.171296e+00,1.242118e+01,1.202308e+01
8.650000e-01,8.330527e+00,8.057790e+00,1.220023e+01,1.180061e+01
8.700000e-01,8.217192e+00,7.942110e+00,1.197641e+01,1.157529e+01
8.750000e-01,8.101570e+00,7.824107e+00,1.174952e+01,1.134693e+01
8.800000e-01,7.983497e+00,7.703617e+00,1.151936e+01,1.111532e+01
8.850000e-01,7.862792e+00,7.580454e+00,1.128569e+01,1.088024e+01
8.900000e-01,7.739252e+00,7.454413e+00,1.104824e+01,1.064141e+01
8.950000e-01,7.612646e+00,7.325260e+00,1.080672e+01,1.039854e+01
9.000000e-01,7.482716e+00,7.192732e+00,1.056080e+01,1.015131e+01
9.050000e-01,7.349164e+00,7.056529e+00,1.031010e+01,9.899341e+00
9.100000e-01,7.211650e+00,6.916304e+00,1.005418e+01,9.642193e+00
9.150000e-01,7.069782e+00,6.771660e+00,9.792540e+00,9.379376e+00
9.200000e-01,6.923102e+00,6.622132e+00,9.524609e+00,9.110311e+00
9.250000e-01,6.771070e+00,6.467175e+00,9.249703e+00,8.834326e+00
9.300000e-01,6.613048e+00,6.306138e+00,8.967018e+00,8.550619e+00
9.350000e-01,6.448266e+00,6.138243e+00,8.675594e+00,8.258237e+00
9.400000e-01,6.275787e+00,5.962539e+00,8.374265e+00,7.956020e+00
9.450000e-01,6.094455e+00,5.777853e+00,8.061597e+00,7.642543e+00
9.500000e-01,5.902810e+00,5.582705e+00,7.735794e+00,7.316020e+00
9.550000e-01,5.698977e+00,5.375194e+00,7.394560e+00,6.974168e+00
9.600000e-01,5.480482e+00,5.152809e+00,7.034888e+00,6.613993e+00
9.650000e-01,5.243955e+00,4.912132e+00,6.652709e+00,6.231449e+00
9.700000e-01,4.984622e+00,4.648323e+00,6.242311e+00,5.820851e+00
9.750000e-01,4.695370e+00,4.354164e+00,5.795260e+00,5.373801e+00
9.800000e-01,4.364832e+00,4.018119e+00,5.298228e+00,4.877027e+00
9.801000e-01,4.357685e+00,4.010854e+00,5.287644e+00,4.866451e+00
9.802000e-01,4.350514e+00,4.003564e+00,5.277030e+00,4.855846e+00
9.803000e-01,4.343318e+00,3.996250e+00,5.266388e+00,4.845212e+00
9.804000e-01,4.336098e+00,3.988911e+00,5.255717e+00,4.834549e+00
9.805000e-01,4.328853e+00,3.981546e+00,5.245015e+00,4.823857e+00
9.806000e-01,4.321583e+00,3.974156e+00,5.234284e+00,4.813135e+00
9.807000e-01,4.314288e+00,3.966741e+00,5.223523e+00,4.802383e+00
9.808000e-01,4.306968e+00,3.959300e+00,5.212732e+00,4.791601e+00
9.809000e-01,4.299621e+00,3.951833e+00,5.201910e+00,4.780788e+00
9.810000e-01,4.292249e+00,3.944339e+00,5.191057e+00,4.769945e+00
9.811000e-01,4.284851e+00,3.936819e+00,5.180173e+00,4.759070e+00
9.812000e-01,4.277426e+00,3.929272e+00,5.169258e+00,4.748165e+00
9.813000e-01,4.269975e+00,3.921699e+00,5.158311e+00,4.737228e+00
9.814000e-01,4.262496e+00,3.914098e+00,5.147331e+00,4.726259e+00
9.815000e-01,4.254991e+00,3.906469e+00,5.136320e+00,4.715257e+00
9.816000e-01,4.247458e+00,3.898812e+00,5.125276e+00,4.704224e+00
9.817000e-01,4.239898e+00,3.891128e+00,5.114199e+00,4.693158e+00
9.818000e-01,4.232310e+00,3.883415e+00,5.103089e+00,4.682058e+00
9.819000e-01,4.224693e+00,3.875674e+00,5.091946e+00,4.670926e+00
9.820000e-01,4.217048e+00,3.867904e+00,5.080769e+00,4.659759e+00
9.821000e-01,4.209375e+00,3.860104e+00,5.069558e+00,4.648559e+00
9.822000e-01,4.201672e+00,3.852276e+00,5.058312e+00,4.637325e+00
9.823000e-01,4.193940e+00,3.844417e+00,5.047032e+00,4.626056e+00
9.824000e-01,4.186179e+00,3.836529e+00,5.035716e+00,4.614752e+00
9.825000e-01,4.178388e+00,3.828610e+00,5.024366e+00,4.603413e+00
9.826000e-01,4.170566e+00,3.820661e+00,5.012979e+00,4.592038e+00
9.827000e-01,4.162714e+00,3.812680e+00,5.001557e+00,4.580628e+00
9.828000e-01,4.154832e+00,3.804669e+00,4.990098e+00,4.569181e+00
9.829000e-01,4.146918e+00,3.796626e+00,4.978602e+00,4.557698e+00
9.830000e-01,4.138973e+00,3.788551e+00,4.967069e+00,4.546178e+00
9.831000e-01,4.130997e+00,3.780444e+00,4.955499e+00,4.534620e+00
9.832000e-01,4.122988e+00,3.772305e+00,4.943891e+00,4.523025e+00
9.833000e-01,4.114947e+00,3.764133e+00,4.932245e+00,4.511391e+00
9.834000e-01,4.106873e+00,3.755927e+00,4.920560e+00,4.499720e+00
9.835000e-01,4.098767e+00,3.747688e+00,4.908836e+00,4.488009e+00
9.836000e-01,4.090627e+00,3.739416e+00,4.897073e+00,4.476259e+00
9.837000e-01,4.082453e+00,3.731109e+00,4.885270e+00,4.464470e+00
9.838000e-01,4.074245e+00,3.722767e+00,4.873427e+00,4.452640e+00
9.839000e-01,4.066003e+00,3.714391e+00,4.861543e+00,4.440771e+00
9.840000e-01,4.057726e+00,3.705979e+00,4.849618e+00,4.428860e+00
9.841000e-01,4.049414e+00,3.697532e+00,4.837652e+00,4.416908e+00
9.842000e-01,4.041066e+00,3.689048e+00,4.825644e+00,4.404914e+00
9.843000e-01,4.032683e+00,3.680528e+00,4.813593e+00,4.392878e+00
9.844000e-01,4.024263e+00,3.671971e+00,4.801500e+00,4.380800e+00
9.845000e-01,4.015806e+00,3.663377e+00,4.789364e+00,4.368679e+00
9.846000e-01,4.007312e+00,3.654745e+00,4.777184e+00,4.356514e+00
9.847000e-01,3.998781e+00,3.646075e+00,4.764959e+00,4.344305e+00
9.848000e-01,3.990211e+00,3.637367e+00,4.752691e+00,4.332051e+00
9.849000e-01,3.981604e+00,3.628619e+00,4.740377e+00,4.319753e+00
9.850000e-01,3.972957e+00,3.619832e+00,4.728017e+00,4.307409e+00
9.851000e-01,3.964271e+00,3.611005e+00,4.715611e+00,4.295020e+00
9.852000e-01,3.955545e+00,3.602138e+00,4.703159e+00,4.282583e+00
9.853000e-01,3.946779e+00,3.593230e+00,4.690660e+00,4.270100e+00
9.854000e-01,3.937973e+00,3.584281e+00,4.678112e+00,4.257570e+00
9.855000e-01,3.929125e+00,3.575290e+00,4.665517e+00,4.244991e+00
9.856000e-01,3.920236e+00,3.566256e+00,4.652873e+00,4.232364e+00
9.857000e-01,3.911304e+00,3.557180e+00,4.640179e+00,4.219688e+00
9.858000e-01,3.902330e+00,3.548061e+00,4.627436e+00,4.206961e+00
9.859000e-01,3.893313e+00,3.538898e+00,4.614642e+00,4.194185e+00
9.860000e-01,3.884252e+00,3.529690e+00,4.601797e+00,4.181358e+00
9.861000e-01,3.875147e+00,3.520437e+00,4.588900e+00,4.168479e+00
9.862000e-01,3.865997e+00,3.511139e+00,4.575951e+00,4.155548e+00
9.863000e-01,3.856802e+00,3.501796e+00,4.562949e+00,4.142564e+00
9.864000e-01,3.847560e+00,3.492405e+00,4.549894e+00,4.129527e+00
9.865000e-01,3.838273e+00,3.482967e+00,4.536784e+00,4.116436e+00
9.866000e-01,3.828938e+00,3.473482e+00,4.523620e+00,4.103291e+00
9.867000e-01,3.819556e+00,3.463948e+00,4.510399e+00,4.090089e+00
9.868000e-01,3.810125e+00,3.454365e+00,4.497123e+00,4.076832e+00
9.869000e-01,3.800645e+00,3.444732e+00,4.483790e+00,4.063518e+00
9.870000e-01,3.791116e+00,3.435049e+00,4.470399e+00,4.050147e+00
9.871000e-01,3.781537e+00,3.425315e+00,4.456949e+00,4.036717e+00
9.872000e-01,3.771907e+00,3.415530e+00,4.443440e+00,4.023229e+00
9.873000e-01,3.762225e+00,3.405692e+00,4.429872e+00,4.009680e+00
9.874000e-01,3.752491e+00,3.395801e+00,4.416243e+00,3.996072e+00
9.875000e-01,3.742704e+00,3.385856e+00,4.402552e+00,3.982401e+00
9.876000e-01,3.732863e+00,3.375857e+00,4.388799e+00,3.968669e+00
9.877000e-01,3.722968e+00,3.365802e+00,4.374983e+00,3.954874e+00
9.878000e-01,3.713018e+00,3.355692e+00,4.361102e+00,3.941015e+00
9.879000e-01,3.703012e+00,3.345524e+00,4.347157e+00,3.927092e+00
9.880000e-01,3.692949e+00,3.335299e+00,4.333146e+00,3.913103e+00
9.881000e-01,3.682829e+00,3.325016e+00,4.319069e+00,3.899047e+00
9.882000e-01,3.672650e+00,3.314673e+00,4.304924e+00,3.884924e+00
9.883000e-01,3.662412e+00,3.304271e+00,4.290710e+00,3.870733e+00
9.884000e-01,3.652114e+00,3.293807e+00,4.276427e+00,3.856473e+00
9.885000e-01,3.641755e+00,3.283281e+00,4.262074e+00,3.842142e+00
9.886000e-01,3.631334e+00,3.272692e+00,4.247649e+00,3.827740e+00
9.887000e-01,3.620850e+00,3.262040e+00,4.233152e+00,3.813266e+00
9.888000e-01,3.610303e+00,3.251323e+00,4.218581e+00,3.798718e+00
9.889000e-01,3.599690e+00,3.240540e+00,4.203935e+00,3.784097e+00
9.890000e-01,3.589013e+00,3.229690e+00,4.189214e+00,3.769399e+00
9.891000e-01,3.578268e+00,3.218773e+00,4.174416e+00,3.754625e+00
9.892000e-01,3.567456e+00,3.207787e+00,4.159539e+00,3.739773e+00
9.893000e-01,3.556575e+00,3.196731e+00,4.144584e+00,3.724842e+00
9.894000e-01,3.545623e+00,3.185603e+00,4.129548e+00,3.709831e+00
9.895000e-01,3.534601e+00,3.174404e+00,4.114431e+00,3.694739e+00
9.896000e-01,3.523507e+00,3.163132e+00,4.099230e+00,3.679563e+00
9.897000e-01,3.512339e+00,3.151784e+00,4.083945e+00,3.664304e+00
9.898000e-01,3.501097e+00,3.140361e+00,4.068575e+00,3.648959e+00
9.899000e-01,3.489779e+00,3.128861e+00,4.053118e+00,3.633528e+00
9.900000e-01,3.478384e+00,3.117283e+00,4.037572e+00,3.618008e+00
9.901000e-01,3.466910e+00,3.105625e+00,4.021936e+00,3.602399e+00
9.902000e-01,3.455357e+00,3.093886e+00,4.006209e+00,3.586699e+00
9.903000e-01,3.443723e+00,3.082064e+00,3.990390e+00,3.570906e+00
9.904000e-01,3.432006e+00,3.070159e+00,3.974475e+00,3.555019e+00
9.905000e-01,3.420205e+00,3.058168e+00,3.958465e+00,3.539036e+00
9.906000e-01,3.408318e+00,3.046091e+00,3.942357e+00,3.522956e+00
9.907000e-01,3.396345e+00,3.033925e+00,3.926150e+00,3.506776e+00
9.908000e-01,3.384283e+00,3.021668e+00,3.909842e+00,3.490496e+00
9.909000e-01,3.372130e+00,3.009321e+00,3.893431e+00,3.474113e+00
9.910000e-01,3.359886e+00,2.996879e+00,3.876914e+00,3.457625e+00
9.911000e-01,3.347548e+00,2.984343e+00,3.860292e+00,3.441031e+00
9.912000e-01,3.335115e+00,2.971709e+00,3.843560e+00,3.424329e+00
9.913000e-01,3.322584e+00,2.958977e+00,3.826718e+00,3.407516e+00
9.914000e-01,3.309954e+00,2.946144e+00,3.809764e+00,3.390590e+00
9.915000e-01,3.297224e+00,2.933208e+00,3.792694e+00,3.373550e+00
9.916000e-01,3.284390e+00,2.920167e+00,3.775508e+00,3.356394e+00
9.917000e-01,3.271451e+00,2.907020e+00,3.758202e+00,3.339118e+00
9.918000e-01,3.258405e+00,2.893763e+00,3.740774e+00,3.321720e+00
9.919000e-01,3.245249e+00,2.880395e+00,3.723223e+00,3.304199e+00
9.920000e-01,3.231981e+00,2.866914e+00,3.705545e+00,3.286552e+00
9.921000e-01,3.218600e+00,2.853316e+00,3.687738e+00,3.268775e+00
9.922000e-01,3.205102e+00,2.839600e+00,3.669799e+00,3.250867e+00
9.923000e-01,3.191485e+00,2.825763e+00,3.651725e+00,3.232825e+00
9.924000e-01,3.177746e+00,2.811802e+00,3.633514e+00,3.214646e+00
9.925000e-01,3.163883e+00,2.797715e+00,3.615163e+00,3.196326e+00
9.926000e-01,3.149893e+00,2.783498e+00,3.596669e+00,3.177863e+00
9.927000e-01,3.135773e+00,2.769150e+00,3.578028e+00,3.159254e+00
9.928000e-01,3.121520e+00,2.754666e+00,3.559237e+00,3.140496e+00
9.929000e-01,3.107131e+00,2.740043e+00,3.540294e+00,3.121584e+00
9.930000e-01,3.092602e+00,2.725279e+00,3.521194e+00,3.102517e+00
9.931000e-01,3.077932e+00,2.710370e+00,3.501933e+00,3.083289e+00
9.932000e-01,3.063115e+00,2.695313e+00,3.482509e+00,3.063897e+00
9.933000e-01,3.048149e+00,2.680103e+00,3.462917e+00,3.044338e+00
9.934000e-01,3.033029e+00,2.664737e+00,3.443153e+00,3.024607e+00
9.935000e-01,3.017752e+00,2.649212e+00,3.423213e+00,3.004700e+00
9.936000e-01,3.002314e+00,2.633522e+00,3.403093e+00,2.984613e+00
9.937000e-01,2.986711e+00,2.617664e+00,3.382787e+00,2.964341e+00
9.938000e-01,2.970938e+00,2.601633e+00,3.362292e+00,2.943879e+00
9.939000e-01,2.954991e+00,2.585424e+00,3.341603e+00,2.923222e+00
9.940000e-01,2.938865e+00,2.569034e+00,3.320713e+00,2.902366e+00
9.941000e-01,2.922554e+00,2.552456e+00,3.299619e+00,2.881305e+00
9.942000e-01,2.906055e+00,2.535685e+00,3.278314e+00,2.860033e+00
9.943000e-01,2.889361e+00,2.518716e+00,3.256792e+00,2.838545e+00
9.944000e-01,2.872467e+00,2.501544e+00,3.235048e+00,2.816834e+00
9.945000e-01,2.855366e+00,2.484161e+00,3.213075e+00,2.794894e+00
9.946000e-01,2.838054e+00,2.466562e+00,3.190866e+00,2.772718e+00
9.947000e-01,2.820522e+00,2.448740e+00,3.168414e+00,2.750299e+00
9.948000e-01,2.802766e+00,2.430688e+00,3.145713e+00,2.727630e+00
9.949000e-01,2.784776e+00,2.412399e+00,3.122754e+00,2.704703e+00
9.950000e-01,2.766546e+00,2.393865e+00,3.099529e+00,2.681510e+00
9.951000e-01,2.748068e+00,2.375079e+00,3.076029e+00,2.658042e+00
9.952000e-01,2.729333e+00,2.356030e+00,3.052247e+00,2.634291e+00
9.953000e-01,2.710333e+00,2.336711e+00,3.028172e+00,2.610247e+00
